year,Tm,playoff_wins,world_series_ind,round,hit_numBat,hit_BatAge,hit_RG,hit_G,hit_PA,hit_AB,hit_R_scored,hit_H,hit_2B,hit_3B,hit_HR,hit_RBI,hit_SB,hit_CS,hit_BB,hit_SO,hit_BA,hit_OBP,hit_SLG,hit_OPS,hit_OPS+,hit_TB,hit_GDP,hit_HBP,hit_SH,hit_SF,hit_IBB,hit_LOB,pitch_numP,pitch_PAge,pitch_RAG,pitch_W,pitch_L,pitch_WL,pitch_ERA,pitch_G,pitch_GS,pitch_GF,pitch_CG,pitch_tSho,pitch_cSho,pitch_SV,pitch_IP,pitch_H,pitch_R_allowed,pitch_ER,pitch_HR,pitch_BB,pitch_IBB,pitch_SO,pitch_HBP,pitch_BK,pitch_WP,pitch_BF,pitch_ERAplus,pitch_FIP,pitch_WHIP,pitch_H9,pitch_HR9,pitch_BB9,pitch_SO9,pitch_SOW,pitch_LOB
2010,PHI,5,0,cs,42,31.8,4.77,162,6291,5581,772,1451,290,34,166,736,108,21,560,1064,0.26,0.332,0.413,0.745,98,2307,120,63,44,43,69,1194,21,31.1,3.95,97,65,0.599,3.67,162,162,148,14,21,6,40,1456.1,1402,640,594,168,416,42,1183,57,5,26,6095,111,3.93,1.248,8.7,1,2.6,7.3,2.84,1086
2010,SFG,11,1,wsw,42,29.5,4.3,162,6143,5488,697,1411,284,30,162,660,55,32,487,1099,0.257,0.321,0.408,0.729,98,2241,158,50,76,41,53,1092,19,27.9,3.6,92,70,0.568,3.36,162,162,156,6,17,3,57,1461,1279,583,546,134,578,58,1331,51,4,74,6159,117,3.74,1.271,7.9,0.8,3.6,8.2,2.3,1193
2010,TBR,2,0,ds,37,27.7,4.95,162,6270,5439,802,1343,295,37,160,769,172,47,672,1292,0.247,0.333,0.403,0.736,105,2192,92,57,39,57,30,1152,17,28,4.01,96,66,0.593,3.78,162,162,156,6,12,3,51,1453.2,1347,649,611,175,478,34,1189,46,9,60,6103,103,4.09,1.255,8.3,1.1,3,7.4,2.49,1093
2010,TEX,8,0,wsl,48,28.3,4.86,162,6302,5635,787,1556,268,25,162,740,123,48,511,986,0.276,0.338,0.419,0.757,98,2360,129,45,53,54,37,1174,22,27.6,4.24,90,72,0.556,3.93,162,162,155,7,8,0,46,1455.1,1355,687,636,162,551,24,1181,63,4,56,6213,114,4.17,1.31,8.4,1,3.4,7.3,2.14,1160
2011,ARI,2,0,ds,51,28.3,4.51,162,6096,5421,731,1357,293,37,172,702,133,55,531,1249,0.25,0.322,0.413,0.736,99,2240,82,61,50,33,55,1064,25,27.4,4.09,94,68,0.58,3.8,162,162,157,5,12,1,58,1443.1,1414,662,609,159,442,16,1058,53,7,39,6102,104,4.02,1.286,8.8,1,2.8,6.6,2.39,1110
2011,DET,5,0,cs,45,28.6,4.86,162,6231,5563,787,1540,297,34,169,750,49,20,521,1143,0.277,0.34,0.434,0.773,109,2412,142,39,50,58,47,1165,26,27.8,4.39,95,67,0.586,4.04,162,162,158,4,14,2,52,1440,1406,711,647,149,492,34,1115,52,5,69,6108,103,3.95,1.318,8.8,0.9,3.1,7,2.27,1077
2011,MIL,5,0,cs,48,28.9,4.45,162,6113,5447,721,1422,276,31,185,693,94,31,481,1083,0.261,0.325,0.425,0.75,102,2315,114,56,85,44,53,1110,22,29.3,3.94,96,66,0.593,3.63,162,162,161,1,13,1,47,1441.2,1348,638,582,147,440,16,1257,33,5,70,6048,109,3.59,1.24,8.4,0.9,2.7,7.8,2.86,1085
2011,NYY,2,0,ds,48,30.5,5.35,162,6306,5518,867,1452,267,33,222,836,147,46,627,1138,0.263,0.343,0.444,0.788,110,2451,146,74,36,51,34,1114,28,31,4.06,97,65,0.599,3.73,162,162,157,5,8,3,47,1458.1,1423,657,605,152,507,43,1222,58,3,67,6216,116,3.87,1.323,8.8,0.9,3.1,7.5,2.41,1184
2011,PHI,2,0,ds,42,31.5,4.4,162,6279,5579,713,1409,258,38,153,693,96,24,539,1024,0.253,0.323,0.395,0.717,96,2202,108,56,65,38,52,1197,23,29.2,3.27,102,60,0.63,3.02,162,162,144,18,21,7,47,1477,1320,529,495,120,404,41,1299,47,6,23,6069,127,3.24,1.167,8,0.7,2.5,7.9,3.22,1109
2011,STL,11,1,wsw,46,29.3,4.7,162,6242,5532,762,1513,308,22,162,726,57,39,542,978,0.273,0.341,0.425,0.766,112,2351,169,44,84,40,64,1127,24,30.2,4.27,90,72,0.556,3.74,162,162,155,7,9,5,47,1462,1461,692,608,136,448,44,1098,46,3,48,6211,99,3.75,1.306,9,0.8,2.8,6.8,2.45,1133
2011,TBR,1,0,ds,42,28.3,4.36,162,6152,5436,707,1324,273,37,172,674,155,62,571,1193,0.244,0.322,0.402,0.724,104,2187,101,73,37,35,31,1118,21,27.8,3.79,91,71,0.562,3.58,162,162,147,15,13,5,32,1449,1263,614,577,161,504,38,1143,46,3,45,6010,105,4.03,1.219,7.8,1,3.1,7.1,2.27,1049
2011,TEX,10,0,wsl,45,29.2,5.28,162,6261,5659,855,1599,310,32,210,807,143,45,475,930,0.283,0.34,0.46,0.8,110,2603,135,39,39,49,35,1126,25,28.8,4.18,96,66,0.593,3.79,162,162,152,10,19,7,38,1441.1,1327,677,607,170,461,21,1179,46,6,43,6021,117,3.98,1.241,8.3,1.1,2.9,7.4,2.56,1020
2012,BAL,2,0,ds,52,28,4.4,162,6160,5560,712,1375,270,16,214,677,58,29,480,1315,0.247,0.311,0.417,0.728,97,2319,152,50,38,30,24,1027,26,27.6,4.35,93,69,0.574,3.9,162,162,161,1,10,1,55,1483,1433,705,642,184,481,36,1177,53,6,34,6278,109,4.2,1.291,8.7,1.1,2.9,7.1,2.45,1124
2012,CIN,2,0,ds,38,28.8,4.13,162,6115,5477,669,1377,296,30,172,636,87,27,481,1266,0.251,0.315,0.411,0.726,93,2249,100,47,73,37,54,1135,17,27.1,3.63,97,65,0.599,3.34,162,162,153,9,12,2,56,1453,1356,588,540,152,427,33,1248,51,7,34,6056,123,3.72,1.227,8.4,0.9,2.6,7.7,2.92,1109
2012,DET,7,0,wsl,47,28,4.48,162,6119,5476,726,1467,279,39,163,698,59,23,511,1103,0.268,0.335,0.422,0.757,103,2313,156,57,36,39,46,1121,23,28.2,4.14,88,74,0.543,3.75,162,162,153,9,8,3,40,1430.2,1409,670,596,151,438,35,1318,42,6,46,6045,113,3.63,1.291,8.9,0.9,2.8,8.3,3.01,1083
2012,NYY,3,0,cs,45,32.7,4.96,162,6231,5524,804,1462,280,13,245,774,93,27,565,1176,0.265,0.337,0.453,0.79,112,2503,136,62,31,49,31,1135,23,30.3,4.12,95,67,0.586,3.84,162,162,156,6,9,2,51,1445.1,1401,668,617,190,431,32,1318,49,9,53,6085,110,3.98,1.268,8.7,1.2,2.7,8.2,3.06,1081
2012,OAK,2,0,ds,50,27.7,4.4,162,6183,5527,713,1315,267,32,195,676,122,32,550,1387,0.238,0.31,0.404,0.714,99,2231,97,45,27,34,29,1095,25,27.9,3.79,94,68,0.58,3.48,162,162,161,1,13,0,47,1470,1360,614,569,147,462,34,1136,46,5,40,6131,112,3.89,1.239,8.3,0.9,2.8,7,2.46,1107
2012,SFG,11,1,wsw,45,27.8,4.43,162,6200,5558,718,1495,287,57,103,675,118,39,483,1097,0.269,0.327,0.397,0.724,106,2205,114,29,69,61,44,1171,23,30,4.01,94,68,0.58,3.68,162,162,157,5,14,4,53,1451,1361,649,593,142,489,42,1237,51,4,54,6138,96,3.78,1.275,8.4,0.9,3,7.7,2.53,1136
2012,STL,6,0,cs,45,29.2,4.72,162,6326,5622,765,1526,290,37,159,732,91,37,533,1192,0.271,0.338,0.421,0.759,107,2367,135,53,69,49,45,1198,24,28.6,4,88,74,0.543,3.71,162,162,158,4,10,2,42,1462.2,1420,648,603,134,436,28,1218,50,4,46,6158,103,3.62,1.269,8.7,0.8,2.7,7.5,2.79,1122
2012,WSN,2,0,ds,43,27.2,4.51,162,6221,5615,731,1468,301,25,194,688,105,35,479,1325,0.261,0.322,0.428,0.75,101,2401,110,41,50,36,43,1127,19,27,3.67,98,64,0.605,3.33,162,162,159,3,9,1,51,1468.1,1296,594,543,129,497,32,1325,47,4,62,6133,120,3.54,1.221,7.9,0.8,3,8.1,2.67,1134
2013,ATL,1,0,ds,44,26.8,4.25,162,6133,5441,688,1354,247,21,181,656,64,31,542,1384,0.249,0.321,0.402,0.723,99,2186,119,55,58,35,36,1132,21,27.2,3.38,96,66,0.593,3.18,162,162,161,1,12,0,53,1450.1,1326,548,512,127,409,35,1232,51,3,50,5989,118,3.44,1.196,8.2,0.8,2.5,7.6,3.01,1090
2013,LAD,5,0,cs,49,30.6,4.01,162,6145,5491,649,1447,281,17,138,618,78,28,476,1146,0.264,0.326,0.396,0.722,103,2176,130,57,71,48,45,1175,27,28.1,3.59,92,70,0.568,3.25,162,162,155,7,22,4,46,1450.1,1321,582,524,127,460,44,1292,43,3,66,6032,110,3.44,1.228,8.2,0.8,2.9,8,2.81,1099
2013,PIT,2,0,ds,49,27.9,3.91,162,6135,5486,634,1346,273,35,161,603,94,42,469,1330,0.245,0.313,0.396,0.709,100,2172,120,88,62,29,41,1126,28,28.7,3.56,94,68,0.58,3.26,162,162,159,3,16,0,55,1470.2,1299,577,533,101,515,26,1261,70,6,81,6147,109,3.42,1.233,7.9,0.6,3.2,7.7,2.45,1158
2013,STL,9,0,wsl,44,28.6,4.83,162,6202,5557,783,1494,322,20,125,745,45,22,481,1110,0.269,0.332,0.401,0.733,102,2231,154,64,56,44,38,1087,25,26.9,3.68,97,65,0.599,3.42,162,162,155,7,15,4,44,1459.2,1366,596,555,112,451,26,1254,64,1,33,6104,110,3.39,1.245,8.4,0.7,2.8,7.7,2.78,1129
2013,BOS,11,1,wsw,48,29.6,5.27,162,6382,5651,853,1566,363,29,178,819,123,19,581,1308,0.277,0.349,0.446,0.795,116,2521,137,72,24,50,51,1212,26,30.2,4.05,97,65,0.599,3.79,162,162,157,5,8,2,33,1454,1366,656,613,156,524,10,1294,47,5,47,6143,109,3.84,1.3,8.5,1,3.2,8,2.47,1125
2013,DET,5,0,cs,39,29.9,4.91,162,6388,5735,796,1625,292,23,176,767,35,20,531,1073,0.283,0.346,0.434,0.78,111,2491,146,43,32,47,40,1250,20,28.4,3.85,93,69,0.574,3.61,162,162,159,3,12,1,39,1462.2,1369,624,587,128,462,29,1428,42,7,63,6119,116,3.27,1.252,8.4,0.8,2.8,8.8,3.09,1107
2013,OAK,2,0,ds,44,28.3,4.73,162,6209,5521,767,1403,301,25,186,725,74,28,573,1178,0.254,0.327,0.419,0.745,107,2312,108,45,21,49,29,1126,18,28.3,3.86,96,66,0.593,3.56,162,162,156,6,13,4,46,1452,1339,625,574,163,428,23,1183,35,1,56,6069,109,3.83,1.217,8.3,1,2.7,7.3,2.76,1088
2013,TBR,1,0,ds,42,29.6,4.29,163,6242,5538,700,1421,296,23,165,670,73,38,589,1171,0.257,0.329,0.408,0.737,106,2258,140,36,24,55,31,1172,21,29,3.96,92,71,0.564,3.74,163,163,154,9,17,3,42,1464,1315,646,608,153,482,38,1310,52,6,69,6083,103,3.71,1.227,8.1,0.9,3,8.1,2.72,1045
2014,BAL,3,0,cs,44,28.3,4.35,162,6130,5596,705,1434,264,16,211,681,44,20,401,1285,0.256,0.311,0.422,0.734,104,2363,112,62,35,36,29,1088,20,27.7,3.66,96,66,0.593,3.43,162,162,159,3,13,2,53,1461.1,1342,593,557,151,472,25,1174,59,2,42,6104,115,3.96,1.241,8.3,0.9,2.9,7.2,2.49,1127
2014,DET,0,0,ds,48,29.7,4.67,162,6202,5630,757,1557,325,26,155,731,106,41,443,1144,0.277,0.331,0.426,0.757,113,2399,137,44,24,61,51,1111,30,28.5,4.35,90,72,0.556,4.01,162,162,157,5,8,4,41,1454,1475,705,648,127,462,34,1244,42,9,43,6191,97,3.6,1.332,9.1,0.8,2.9,7.7,2.69,1124
2014,KCR,10,0,wsl,48,28.2,4.02,162,6058,5545,651,1456,286,29,95,604,153,36,380,985,0.263,0.314,0.376,0.69,92,2085,131,53,33,47,22,1080,23,28.9,3.85,89,73,0.549,3.51,162,162,159,3,14,2,53,1450.2,1386,624,565,128,440,14,1168,56,6,58,6101,113,3.69,1.259,8.6,0.8,2.7,7.2,2.65,1125
2014,LAA,0,0,ds,54,29.3,4.77,162,6285,5652,773,1464,304,31,155,729,81,39,492,1266,0.259,0.322,0.406,0.728,110,2295,112,60,26,54,42,1113,31,28.4,3.89,98,64,0.605,3.58,162,162,159,3,13,2,46,1482.2,1307,630,590,126,504,41,1342,63,4,74,6179,101,3.57,1.221,7.9,0.8,3.1,8.1,2.66,1101
2014,LAD,1,0,ds,49,29.4,4.43,162,6231,5560,718,1476,302,38,134,686,138,50,519,1246,0.265,0.333,0.406,0.738,110,2256,119,61,47,43,30,1159,25,29.9,3.81,94,68,0.58,3.4,162,162,155,7,16,3,47,1464.2,1338,617,554,142,429,35,1373,41,4,64,6075,103,3.48,1.206,8.2,0.9,2.6,8.4,3.2,1064
2014,SFG,11,1,wsw,46,28.6,4.1,162,6087,5523,665,1407,257,42,132,636,56,27,427,1245,0.255,0.311,0.388,0.699,99,2144,113,43,45,49,37,1095,21,31.7,3.79,88,74,0.543,3.5,162,162,154,8,12,3,46,1449,1305,614,564,133,389,35,1211,57,6,49,5947,99,3.58,1.169,8.1,0.8,2.4,7.5,3.11,986
2014,STL,4,0,cs,46,28.5,3.82,162,6086,5426,619,1371,275,21,105,585,57,32,471,1133,0.253,0.32,0.369,0.689,93,2003,140,86,64,39,28,1145,24,27.2,3.72,90,72,0.556,3.5,162,162,154,8,23,5,55,1448.2,1321,603,564,123,470,35,1221,61,5,44,6069,104,3.65,1.236,8.2,0.8,2.9,7.6,2.6,1120
2014,WSN,1,0,ds,40,28.7,4.23,162,6216,5542,686,1403,265,27,152,635,101,23,517,1304,0.253,0.321,0.393,0.714,96,2178,115,56,60,41,29,1160,18,28.3,3.43,96,66,0.593,3.03,162,162,157,5,19,4,45,1470.2,1351,555,495,110,352,26,1288,51,2,37,6020,124,3.17,1.158,8.3,0.7,2.2,7.9,3.66,1053
2015,CHC,3,0,cs,50,26.9,4.25,162,6200,5491,689,1341,272,30,171,657,95,37,567,1518,0.244,0.321,0.398,0.719,98,2186,101,74,32,35,47,1165,29,29.3,3.75,97,65,0.599,3.36,162,162,156,6,21,4,48,1461.1,1276,608,546,134,407,38,1431,46,3,66,5997,114,3.3,1.152,7.9,0.8,2.5,8.8,3.52,1005
2015,HOU,2,0,ds,46,26.6,4.5,162,6073,5459,729,1363,278,26,230,691,121,48,486,1392,0.25,0.315,0.437,0.752,107,2383,102,56,28,43,22,1036,24,29.4,3.81,86,76,0.531,3.57,162,162,157,5,13,3,39,1441,1308,618,572,148,423,17,1280,43,2,61,5965,110,3.66,1.201,8.2,0.9,2.6,8,3.03,1024
2015,KCR,11,1,wsw,45,29.1,4.47,162,6116,5575,724,1497,300,42,139,689,104,34,383,973,0.269,0.322,0.412,0.734,98,2298,133,77,34,47,28,1079,24,30,3.96,95,67,0.586,3.73,162,162,160,2,8,1,56,1452,1372,641,601,155,489,10,1160,52,2,62,6112,112,4.04,1.282,8.5,1,3,7.2,2.37,1115
2015,LAD,2,0,ds,55,29.6,4.12,162,6090,5385,667,1346,263,26,187,638,59,34,563,1258,0.25,0.326,0.413,0.739,106,2222,135,60,49,30,31,1121,31,28.1,3.67,92,70,0.568,3.44,162,162,156,6,21,3,47,1445.2,1317,595,553,145,395,32,1396,38,10,52,5932,107,3.41,1.184,8.2,0.9,2.5,8.7,3.53,1000
2015,NYM,8,0,wsl,49,28.5,4.22,162,6145,5527,683,1351,295,17,177,654,51,25,488,1290,0.244,0.312,0.4,0.712,96,2211,130,68,29,32,42,1098,26,28.2,3.78,90,72,0.556,3.43,162,162,161,1,14,1,50,1462.2,1341,613,557,152,383,43,1337,44,2,46,6046,111,3.53,1.179,8.3,0.9,2.4,8.2,3.49,1045
2015,STL,1,0,ds,46,28.4,3.99,162,6139,5484,647,1386,288,39,137,619,69,38,506,1267,0.253,0.321,0.394,0.716,95,2163,128,66,39,42,47,1152,23,28.2,3.24,100,62,0.617,2.94,162,162,161,1,15,0,62,1464.2,1359,525,478,123,477,37,1329,45,5,48,6134,134,3.47,1.254,8.4,0.8,2.9,8.2,2.79,1215
2015,TEX,2,0,ds,57,28.6,4.64,162,6187,5511,751,1419,279,32,172,707,101,39,503,1233,0.257,0.325,0.413,0.739,98,2278,99,76,43,54,32,1130,31,28.1,4.52,88,74,0.543,4.24,162,162,157,5,9,3,45,1442.2,1459,733,680,171,508,29,1095,63,5,51,6215,100,4.34,1.363,9.1,1.1,3.2,6.8,2.16,1154
2015,TOR,5,0,cs,52,29.4,5.5,162,6232,5509,891,1480,308,17,232,852,88,23,570,1151,0.269,0.34,0.457,0.797,115,2518,140,54,36,62,12,1057,28,29.2,4.14,93,69,0.574,3.8,162,162,155,7,10,2,34,1441,1353,670,609,173,397,20,1117,59,4,62,5984,108,4.09,1.214,8.5,1.1,2.5,7,2.81,991
2016,BOS,0,0,ds,43,28.5,5.42,162,6320,5670,878,1598,343,25,208,836,83,24,558,1160,0.282,0.348,0.461,0.81,110,2615,137,43,8,40,34,1162,25,29,4.28,93,69,0.574,4,162,162,153,9,5,1,43,1439.2,1342,694,640,176,490,16,1362,65,0,52,6073,114,4,1.273,8.4,1.1,3.1,8.5,2.78,1060
2016,CHC,11,1,wsw,45,27.4,4.99,162,6335,5503,808,1409,293,30,199,767,66,34,656,1339,0.256,0.343,0.429,0.772,107,2359,107,96,42,37,45,1217,26,29.9,3.43,103,58,0.64,3.15,162,162,157,5,15,2,38,1459.2,1125,556,511,163,495,24,1441,63,0,80,5933,128,3.77,1.11,6.9,1,3.1,8.9,2.91,998
2016,CLE,10,0,wsl,39,28.9,4.83,161,6155,5484,777,1435,308,29,185,733,134,31,531,1246,0.262,0.329,0.43,0.759,94,2356,137,49,31,60,16,1084,27,28.1,4.2,94,67,0.584,3.84,161,161,156,5,11,3,37,1445,1330,676,617,186,461,34,1398,34,7,49,6033,122,3.91,1.239,8.3,1.2,2.9,8.7,3.03,1022
2016,LAD,5,0,cs,55,28.9,4.48,162,6164,5518,725,1376,272,21,189,680,45,26,525,1321,0.249,0.319,0.409,0.728,98,2257,120,58,30,32,31,1106,31,28.9,3.94,91,71,0.562,3.7,162,162,159,3,15,3,47,1453,1266,638,598,165,464,51,1510,53,5,58,6014,106,3.61,1.191,7.8,1,2.9,9.4,3.25,1017
2016,SFG,1,0,ds,45,29.2,4.41,162,6271,5565,715,1437,280,54,130,675,79,36,572,1107,0.258,0.329,0.398,0.728,94,2215,120,42,42,46,43,1188,24,30,3.9,87,75,0.537,3.65,162,162,152,10,11,3,43,1460.1,1334,631,593,158,439,30,1309,46,6,40,6048,111,3.76,1.214,8.2,1,2.7,8.1,2.98,1037
2016,TEX,0,0,ds,40,28.4,4.72,162,6089,5525,765,1446,257,23,215,746,99,36,436,1220,0.262,0.322,0.433,0.755,96,2394,114,70,18,40,23,1038,31,28.8,4.67,95,67,0.586,4.37,162,162,161,1,6,0,56,1443,1441,757,700,201,534,16,1154,53,5,45,6186,103,4.58,1.369,9,1.3,3.3,7.2,2.16,1100
2016,TOR,4,0,cs,38,30,4.69,162,6233,5479,759,1358,276,18,221,728,54,24,632,1362,0.248,0.33,0.426,0.755,100,2333,153,55,26,40,16,1120,29,29.8,4.11,89,73,0.549,3.78,162,162,162,0,10,0,43,1459.1,1340,666,613,183,461,10,1314,59,7,50,6113,114,4.04,1.234,8.3,1.1,2.8,8.1,2.85,1069
2016,WSN,2,0,ds,43,28.8,4.71,162,6201,5490,763,1403,268,29,203,735,121,39,536,1252,0.256,0.326,0.426,0.751,98,2338,102,64,48,63,49,1105,24,29.1,3.78,95,67,0.586,3.51,162,162,161,1,12,0,46,1459.2,1272,612,570,155,468,43,1476,57,4,47,6036,119,3.58,1.192,7.8,1,2.9,9.1,3.15,1045
